price,title,location,land_size_m2,building_size_m2,link
"Rp 3,5 Miliar",Rumah Siap Huni Bangunan Bagus di Bukit Dieng Malang,"Dieng, Malang",388,174,https://www.rumah123.com/properti/malang-dieng/rumah-siap-huni-bangunan-bagus-di-bukit-dieng-malang-hos41321524/
Rp 166 Juta,Rumah Subsidi Dekat Kampus Unikama,"Wagir, Malang",60,30,https://www.rumah123.com/properti/malang-wagir/rumah-subsidi-dekat-kampus-unikama-hos41321316/
"Rp 1,16 Miliar",Rumah Hook Baru Modern Minimalis Siap Huni Area Sawojajar,"Sawojajar, Malang",97,135,https://www.rumah123.com/properti/malang-sawojajar/rumah-hook-baru-modern-minimalis-siap-huni-area-sawojajar-hos41280647/
"Rp 1,95 Miliar",Murah Strategis Area Kos Dewandaru Cengkeh Dekat Suhat Luas 191 M2,"Soekarno Hatta, Malang",191,150,https://www.rumah123.com/properti/malang-soekarno-hatta/murah-strategis-area-kos-dewandaru-cengkeh-dekat-suhat-luas-191-m2-hos18422974/
"Rp 3,6 Miliar",Rumah Hooq Luas 236 M2 Kawasan Elite Permata Jingga Suhat,"Lowokwaru, Malang",236,200,https://www.rumah123.com/properti/malang-lowokwaru/rumah-hooq-luas-236-m2-kawasan-elite-permata-jingga-suhat-hos39998559/
"Rp 2,3 Miliar",Turun Harga!!! Rumah Kawasan Elite Ijen Nirwana Cluster Favorite,"Klojen, Malang",141,90,https://www.rumah123.com/properti/malang-klojen/turun-harga-rumah-kawasan-elite-ijen-nirwana-cluster-favorite-hos8946504/
Rp 900 Juta,"J56 Turun Harga Drastis , Rumah Kawasan Greenland Tidar Malang","Tidar, Malang",84,54,https://www.rumah123.com/properti/malang-tidar/j56-turun-harga-drastis-rumah-kawasan-greenland-tidar-malang-hos41320930/
Rp 900 Juta,"J56 Turun Harga Drastis , Rumah Kawasan Greenland Tidar Malang","Tidar, Malang",84,54,https://www.rumah123.com/properti/malang-tidar/j56-turun-harga-drastis-rumah-kawasan-greenland-tidar-malang-hos41320930/
"Rp 2,7 Miliar",F010 Dijual Atau Disewakan Rumah Dekat Exit Tol Singosari Malang,"Arjosari, Malang",220,180,https://www.rumah123.com/properti/malang-arjosari/f010-dijual-atau-disewakan-rumah-dekat-exit-tol-singosari-malang-hos39553854/
"Rp 1,15 Miliar",Dijual Rumah 2 Lantai Bebas Banjir di Lesanpuro Kedungkandang Malang,"Kedungkandang, Malang",102,202,https://www.rumah123.com/properti/malang-kedungkandang/dijual-rumah-2-lantai-bebas-banjir-di-lesanpuro-kedungkandang-malang-hos41320799/
"Rp 17,8 Miliar",J55 Dijual Rumah Mewah di Istana Dieng Boulevard Dekat Club House Malang,"Dieng, Malang",537,300,https://www.rumah123.com/properti/malang-dieng/j55-dijual-rumah-mewah-di-istana-dieng-boulevard-dekat-club-house-malang-hos41320664/
Rp 10 Miliar,"J54 Dijual Rumah Klasik di Tengah Dekat Alun-Alun, Kota Malang","Klojen, Malang",255,200,https://www.rumah123.com/properti/malang-klojen/j54-dijual-rumah-klasik-di-tengah-dekat-alunalun-kota-malang-hos41320654/
Rp 750 Juta,"J53 Jual Murah , Rumah Free Furnish Akses Mobil Simpangan Lancar","Tidar, Malang",78,36,https://www.rumah123.com/properti/malang-tidar/j53-jual-murah-rumah-free-furnish-akses-mobil-simpangan-lancar-hos41320647/
Rp 825 Juta,"J52 Rumah Full Furnish Harga Miring Poll , Dekat Bandara Malang","Pakis, Malang",124,162,https://www.rumah123.com/properti/malang-pakis/j52-rumah-full-furnish-harga-miring-poll-dekat-bandara-malang-hos41320632/
"Rp 1,5 Miliar","J51 Rumah Minimalis Cantik , Dekat Lembah Dieng dan Malang City Point","Dieng, Malang",144,195,https://www.rumah123.com/properti/malang-dieng/j51-rumah-minimalis-cantik-dekat-lembah-dieng-dan-malang-city-point-hos41320611/
"Rp 3,99 Miliar","J50 Rumah Baru On Proses, Desain Cantik Dijual Semi Furnish","Araya, Malang",240,270,https://www.rumah123.com/properti/malang-araya/j50-rumah-baru-on-proses-desain-cantik-dijual-semi-furnish-hos41320597/
Rp 850 Juta,Dijualrumah Baru Renovasi Lokasi Area Sawojajar 1 Malang,"Sawojajar, Malang",90,90,https://www.rumah123.com/properti/malang-sawojajar/dijualrumah-baru-renovasi-lokasi-area-sawojajar-1-malang-hos41320464/
"Rp 5,5 Miliar",Rumah Mewah 2 Lantai di Jalan Utama Araya Golf Malang,"Blimbing, Malang",375,360,https://www.rumah123.com/properti/malang-blimbing/rumah-mewah-2-lantai-di-jalan-utama-araya-golf-malang-hos40975116/
Rp 930 Juta,"Rumah Siap Huni di Lokasi Strategis Lingkungan Nyaman, Tenang, Dekat Pusat Kuliner, Sekolah Hwa Ind, Pasar Blimbing Kota Malang","Blimbing, Malang",99,54,https://www.rumah123.com/properti/malang-blimbing/rumah-siap-huni-di-lokasi-strategis-lingkungan-nyaman-tenang-dekat-pusat-kuliner-sekolah-hwa-ind-pasar-blimbing-hos40632283/
"Rp 3,1 Miliar","Dijual Rumah Baru Modern Minimalis Lokasi Berada di Kawasan Elitperum Araya Golf , Malang","Araya, Malang",200,256,https://www.rumah123.com/properti/malang-araya/dijual-rumah-baru-modern-minimalis-lokasi-berada-di-kawasan-elitperum-araya-golf-malang-hos41320333/
"Rp 1,15 Miliar",Dijual Rumah Baru Gress 2 Lantai Siap Huni Jalan Ikan Ikan Malang,"Lowokwaru, Malang",81,95,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-baru-gress-2-lantai-siap-huni-jalan-ikan-ikan-malang-hos41293519/
Rp 800 Juta,Rumah Modern Minimalis Dekat Pintu Tol dan Kampus,"Pakis, Malang",102,60,https://www.rumah123.com/properti/malang-pakis/rumah-modern-minimalis-dekat-pintu-tol-dan-kampus-hos41319629/
"Rp 1,5 Miliar","Rumah Murah di Perumahan Elit Blimbing - Pinggir Jalan Poros, Akses Super Strategis!","Malang Kota, Malang",300,210,https://www.rumah123.com/properti/malang-malang-kota/rumah-murah-di-perumahan-elit-blimbing-pinggir-jalan-poros-akses-super-strategis-hos41319538/
Rp 690 Juta,Termurah Dijual Rumah Minimalis di Danau-Danau Sawojajar Malang,"Sawojajar, Malang",73,64,https://www.rumah123.com/properti/malang-sawojajar/termurah-dijual-rumah-minimalis-di-danaudanau-sawojajar-malang-hos41293505/
Rp 650 Juta,Rumah Dijual Lokasi Area Sulfat Malang,"Sulfat, Malang",90,90,https://www.rumah123.com/properti/malang-sulfat/rumah-dijual-lokasi-area-sulfat-malang-hos41319315/
Rp 700 Juta,Rumah Modern Minimalis Lingkungan Asri Dekat Kampus,"Tidar, Malang",72,40,https://www.rumah123.com/properti/malang-tidar/rumah-modern-minimalis-lingkungan-asri-hos41319265/
Rp 750 Juta,Jual Dibawah Harga Pasar.lokasi di Villa Bukit Tidar Malang,"Merjosari, Malang",105,120,https://www.rumah123.com/properti/malang-merjosari/jual-dibawah-harga-pasarlokasi-di-villa-bukit-tidar-malang-hos41318851/
"Rp 4,5 Miliar",Dijual Rumah Tengah Kota Kondisi Terawat 2Lt Dg Plafon Full Pvc Cocok untuk Rumah Kosan Siap Huni Lingkungan Asri Tenang Lokasi Dekat Pusat Kota dan Kampus Brawijaya Akses Mudah ke Pusat Kuliner Bisnis di Griyashanta Lowokwaru Malang Kota H772,"Lowokwaru, Malang",323,500,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-tengah-kota-kondisi-terawat-2lt-dg-plafon-ful-pvc-cocok-untu-rumah-kosan-siap-huni-lingkungan-asri-tenang-hos41318741/
"Rp 4,5 Miliar",Dijual Rumah Terawat Tengah Kota Dg Pintu dan Jendela Kayu Jati Cocok untuk Rumah Kos Siap Huni Lingkungan Asri Tenang Lokasi Strategis Dekat Kampus Brawiaya Akses Mudah ke Pusat Kota dan Pusat Kuliner di Griyashanta Malang Kota H771,"Malang Kota, Malang",323,500,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-terawat-tengah-kota-dg-pintu-dan-jendela-kayu-jati-cocok-untuk-rumah-kos-siap-huni-lingkungan-asri-tenang-hos41318552/
"Rp 1,4 Miliar",Rumah 1 Lantai Bagus dengan Lokasi Sangat Tenang & Nyaman Harga Sangat Terjangkau,"Karangploso, Malang",210,70,https://www.rumah123.com/properti/malang-karangploso/rumah-1-lantai-bagus-dengan-lokasi-sangat-tenang-nyaman-harga-sangat-terjangkau-hos39171491/
Rp 876 Juta,CEPAT RUMAH 1 LANTAI CANTIK & BAGUS HARGA SANGAT TERJANGKAU,"Karangploso, Malang",194,90,https://www.rumah123.com/properti/malang-karangploso/cepat-rumah-1-lantai-cantik-bagus-harga-sangat-terjangkau-hos17506850/
Rp 525 Juta,Rumah Murah Malang Anggun Sejahtera Lawang Bess Resort Jual B.u,"Lawang, Malang",98,63,https://www.rumah123.com/properti/malang-lawang/rumah-murah-malang-anggun-sejahtera-lawang-bess-resort-jual-bu-hos41318481/
Rp 670 Juta,CWPAT RUMAH 2 LANTAI SIAP HUNI CANTIK & BAGUS SIAP HUNI HARGA TERJANGKAU,"Karangploso, Malang",72,36,https://www.rumah123.com/properti/malang-karangploso/cwpat-rumah-2-lantai-siap-huni-cantik-bagus-siap-huni-harga-terjangkau-hos14308678/
"Rp 3,4 Miliar",‼️ Turun Harga 100 Juta ‼️ Dijual Rumah Desain American Classic di Citra Garden City Kedungkandang Malang ✨,"Kedungkandang, Malang",180,186,https://www.rumah123.com/properti/malang-kedungkandang/turun-harga-100-juta-dijual-rumah-desain-american-classic-di-citra-garden-city-kedungkandang-malang-hos41318349/
Rp 800 Juta,Rumah Kost Progress Bangun Ngijo Karangploso Malang Gmk03928,"Karangploso, Malang",138,414,https://www.rumah123.com/properti/malang-karangploso/rumah-kost-progress-bangun-ngijo-karangploso-malang-gmk03928-hos41170967/
"Rp 4,5 Miliar",Dijual Rumah Terawat Tengah Kota Dg Plafon Full Pvc dan Cocok untuk Rumah Kost Siap Huni Lingkungan Tenang Aman Lokasi Strategis Dekat Pusat Kota Akses Mudah ke Kampus Ternama Brawijaya di Griyashanta Soekarno Hatta Malang Kota H770,"Soekarno Hatta, Malang",323,500,https://www.rumah123.com/properti/malang-soekarno-hatta/dijual-rumah-terawat-tengah-kota-dg-plafon-full-pvc-dan-cocok-untuk-rumah-kost-siap-huni-lingkungan-tenang-aman-lokasi-hos41318288/
"Rp 5,8 Miliar","Turun Harga Banyak ‼️ Dijual Rumah Mewah Terawat di Araya Boulevard, Blimbing Malang ✨","Araya, Malang",400,340,https://www.rumah123.com/properti/malang-araya/turun-harga-banyak-dijual-rumah-mewah-terawat-di-araya-boulevard-blimbing-malang-hos41318269/
"Rp 1,2 Miliar",Rumah Araya Malang Kawasan Premium Siap Huni,"Araya, Malang",135,100,https://www.rumah123.com/properti/malang-araya/rumah-araya-malang-kawasan-premium-siap-huni-hos41318115/
Rp 19 Miliar,Rumah Mewah Bonus Ruko di Lawang Malang,"Lawang, Malang",1324,579,https://www.rumah123.com/properti/malang-lawang/rumah-mewah-bonus-ruko-di-lawang-malang-hos41318109/
Rp 900 Juta,Rumah Full Renovasi Siap Huni di Jl Teluk-Teluk Malang,"Blimbing, Malang",103,125,https://www.rumah123.com/properti/malang-blimbing/rumah-full-renovasi-siap-huni-di-jl-telukteluk-malang-hos41318089/
"Rp 2,5 Miliar",Rumah Klasik Semi Furnish di Klojen Malang,"Klojen, Malang",300,200,https://www.rumah123.com/properti/malang-klojen/rumah-klasik-semi-furnish-di-klojen-malang-hos41318071/
Rp 950 Juta,Rumah Full Furnish Selangkah ke Pusat Kota di Tasikmadu Malang,"Lowokwaru, Malang",88,80,https://www.rumah123.com/properti/malang-lowokwaru/rumah-full-furnish-selangkah-ke-pusat-kota-di-tasikmadu-malang-hos41318060/
Rp 5 Miliar,THE ARAYA MALANG,"Blimbing, Malang",375,450,https://www.rumah123.com/properti/malang-blimbing/the-araya-malang-hos39871372/
"Rp 2,4 Miliar",Cocok Untuk Usaha Dekat Pasar Tawangmangu,"Klojen, Malang",246,180,https://www.rumah123.com/properti/malang-klojen/cocok-untuk-usaha-dekat-pasar-tawangmangu-hos40353122/
"Rp 1,1 Miliar","Dijual Rumah Hook Bagus dan Siap Huni Lokasi Segitiga Emas, Karangploso. Malang ✨","Karangploso, Malang",82,83,https://www.rumah123.com/properti/malang-karangploso/dijual-rumah-hook-bagus-dan-siap-huni-lokasi-segitiga-emas-karangploso-malang-hos41317912/
"Rp 19,8 Miliar",Dijual Rumah Mewah Tropical Modern 2Lt Dg Private Pool dan Kolam Ikan Ada Paviliun Siap Huni Lingkungan Hijau Fasilitas Lengkap Akses Mudah ke Pusat Kota dan Pusat Perbelanjaan di Bulevard Ijen Nirwana Klojen Malang Kota H769,"Malang Kota, Malang",925,600,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-mewah-tropical-modern-2lt-dg-private-pool-dan-kolam-ikan-ada-paviliun-siap-huni-lingkungan-hijau-fasilitas-hos41317840/
"Rp 2,6 Miliar","J48 Dijual Rumah Baru Renovasi ,Dekat Dieng Plaza Kota Malang","Dieng, Malang",250,220,https://www.rumah123.com/properti/malang-dieng/j48-dijual-rumah-baru-renovasi-dekat-dieng-plaza-kota-malang-hos41317831/
"Rp 1,2 Miliar",Dijual Rumah Siap Huni di Araya Blok Depan Malang,"Araya, Malang",135,100,https://www.rumah123.com/properti/malang-araya/dijual-rumah-siap-huni-di-araya-blok-depan-malang-hos41317658/
Rp 900 Juta,Rumah Semi Furnish Terawat di Sulfat Pandanwangi Malang,"Blimbing, Malang",115,100,https://www.rumah123.com/properti/malang-blimbing/rumah-semi-furnish-terawat-di-sulfat-pandanwangi-malang-hos41317651/
"Rp 2,6 Miliar",Rumah 2 Lantai Dekat Unisma di Jl Tata Surya Malang,"Lowokwaru, Malang",235,350,https://www.rumah123.com/properti/malang-lowokwaru/rumah-2-lantai-dekat-unisma-di-jl-tata-surya-malang-hos41317626/
"Rp 1,4 Miliar",Rumah Semi Furnish 2 Lantai di Myrra Residence Malang,"Lowokwaru, Malang",84,168,https://www.rumah123.com/properti/malang-lowokwaru/rumah-semi-furnish-2-lantai-di-myrra-residence-malang-hos41317617/
"Rp 19,8 Miliar",Dijual Rumah Mewah Modern Tropical 2Lt Dg Private Pool dan Kolam Ikan Ada Paviliun Area Parkir Luas Siap Huni Kawasan Perumahan Elit Lokasi Strategis Dekat Pusat Kota Akses Mudah ke Alun-Alun di Ijen Nirwana Boulevard Klojen Malang Kota H768,"Klojen, Malang",925,600,https://www.rumah123.com/properti/malang-klojen/dijual-rumah-mewah-modern-tropical-2lt-dg-private-pool-dan-kolam-ikan-ada-paviliun-area-parkir-luas-siap-huni-kawasan-hos41317601/
"Rp 4,3 Miliar",Dijual Rumah Terawat di Villa Puncak Tidar Malang Siap Huni,"Villa Puncak Tidar, Malang",291,300,https://www.rumah123.com/properti/malang-villa-puncak-tidar/dijual-rumah-terawat-di-villa-puncak-tidar-malang-siap-huni-hos41317594/
"Rp 2,5 Miliar","Dijual Rumah Hook Konsep Minimalis Modern di Citra Garden, Kedungkandang. Malang ✨","Kedungkandang, Malang",194,116,https://www.rumah123.com/properti/malang-kedungkandang/dijual-rumah-hook-konsep-minimalis-modern-di-citra-garden-kedungkandang-malang-hos41317426/
"Rp 2,8 Miliar","Dijual Rumah Baru di Citraland Puncak Tidar, Malang✨","Tidar, Malang",194,90,https://www.rumah123.com/properti/malang-tidar/dijual-rumah-baru-di-citraland-puncak-tidar-malang-hos41317363/
Rp 900 Juta,Rumah Semi Furnish Terawat di Sulfat Pandanwangi Malang,"Blimbing, Malang",115,100,https://www.rumah123.com/properti/malang-blimbing/rumah-semi-furnish-terawat-di-sulfat-pandanwangi-malang-hos41317078/
"Rp 2,8 Miliar","Butuh Jual Cepat‼️ Dijual Rumah Siap Huni di Araya Golf, Malang ✨","Araya, Malang",240,400,https://www.rumah123.com/properti/malang-araya/butuh-jual-cepat-dijual-rumah-siap-huni-di-araya-golf-malang-hos41317067/
"Rp 2,6 Miliar",Rumah 2 Lantai Dekat Unisma di Jl Tata Surya Malang,"Lowokwaru, Malang",235,350,https://www.rumah123.com/properti/malang-lowokwaru/rumah-2-lantai-dekat-unisma-di-jl-tata-surya-malang-hos41317040/
"Rp 1,45 Miliar",Dijual Rumah Baru Murah Dekat Elpico di Villa Puncak Tidar Malang,"Villa Puncak Tidar, Malang",99,80,https://www.rumah123.com/properti/malang-villa-puncak-tidar/dijual-rumah-baru-murah-dekat-elpico-di-villa-puncak-tidar-malang-hos41316852/
"Rp 4,25 Miliar",Dijual Rumah Area Sigura Gura Lowokwaru Malang Banyak Kampus,"Lowokwaru, Malang",150,500,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-area-sigura-gura-lowokwaru-malang-banyak-kampus-hos41316838/
Rp 500 Juta,Dijual Murah Rumah Minimalis di Daerah Sulfat Blimbing Malang,"Sulfat, Malang",76,70,https://www.rumah123.com/properti/malang-sulfat/dijual-murah-rumah-minimalis-di-daerah-sulfat-blimbing-malang-hos41316818/
Rp 950 Juta,Dijual Rumah Siap Huni Pondok Mulia Sulfat Malang 3Kt Dekat Kota,"Sulfat, Malang",116,80,https://www.rumah123.com/properti/malang-sulfat/dijual-rumah-siap-huni-pondok-mulia-sulfat-malang-3kt-dekat-kota-hos41316778/
Rp 775 Juta,Dijual Rumah Pojok Sawojajar Malang 3Kt SHM Dekat Jalan Utama,"Sawojajar, Malang",84,64,https://www.rumah123.com/properti/malang-sawojajar/dijual-rumah-pojok-sawojajar-malang-3kt-shm-dekat-jalan-utama-hos41316678/
"Rp 3,8 Miliar","Dijual Rumah Siap Huni di Tidar, Malang ✨","Tidar, Malang",363,250,https://www.rumah123.com/properti/malang-tidar/dijual-rumah-siap-huni-di-tidar-malang-hos41316657/
Rp 900 Juta,Rumah Semi Furnish Terawat di Sulfat Pandanwangi Malang,"Blimbing, Malang",115,100,https://www.rumah123.com/properti/malang-blimbing/rumah-semi-furnish-terawat-di-sulfat-pandanwangi-malang-hos41316594/
"Rp 2,6 Miliar",Rumah 2 Lantai Dekat Unisma di Jl Tata Surya Malang,"Lowokwaru, Malang",235,350,https://www.rumah123.com/properti/malang-lowokwaru/rumah-2-lantai-dekat-unisma-di-jl-tata-surya-malang-hos41316576/
"Rp 2,6 Miliar",⛔️ Anjlok Turun Harga Rumah Estetik Mewah Kekinian :Fire:,"Araya, Malang",162,256,https://www.rumah123.com/properti/malang-araya/anjlok-turun-harga-rumah-estetik-mewah-kekinian-fire-hos41316556/
"Rp 1,4 Miliar",Rumah Semi Furnish 2 Lantai di Myrra Residence Malang,"Lowokwaru, Malang",84,168,https://www.rumah123.com/properti/malang-lowokwaru/rumah-semi-furnish-2-lantai-di-myrra-residence-malang-hos41316537/
"Rp 3,4 Miliar",Dijual Rumah Minimalis Kondisi Terawat Bonus Furnish Siap Huni Cocok untuk Rumah Tinggal atau Kosan Dekat Jalan Cengkeh dan Jalan Dewandaru Selangkah ke Suhat dan Dekat Kampus Brawijaya di Jalan Bunga-Bunga Malang Kota H767,"Malang Kota, Malang",350,350,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-minimalis-kondisi-terawat-bonus-furnish-siap-huni-cocok-untuk-rumah-tinggal-atau-kosan-dekat-jalan-cengkeh-hos41316499/
"Rp 6,8 Miliar",Dijual Rumah Mewah Citraland Puncak Tidar Malang Furnished Modern,"Tidar, Malang",264,274,https://www.rumah123.com/properti/malang-tidar/dijual-rumah-mewah-citraland-puncak-tidar-malang-furnished-modern-hos41294033/
Rp 4 Miliar,"Dijual Rumah Minimalis Modern Terawat 2 Langai Siap Huni di Jalan Papa Papa Suhat, Lowokwaru. Malang ✨","Lowokwaru, Malang",408,280,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-minimalis-modern-terawat-2-langai-siap-huni-di-jalan-papa-papa-suhat-lowokwaru-malang-hos41316422/
"Rp 1,3 Miliar","Rumah Nyaman Terawat 2 Kamar Daerah Arjosari, Dekat Hawaii Waterpark","Arjosari, Malang",153,90,https://www.rumah123.com/properti/malang-arjosari/rumah-nyaman-terawat-2-kamar-daerah-arjosari-dekat-hawaii-waterpark-hos41316413/
"Rp 3,4 Miliar",Dijual Rumah Minimalisbonus Furnish Siap Huni Cocok untuk Rumah Tinggal atau Kosan Siap Huni Dekat Jalan Cengkeh dan Jalan Dewandaru Selangkah ke Pusat Kota dan Dekat Kampus Brawijaya di Jalan Bunga-Bunga Soekarno Hatta Malang Kota H766,"Soekarno Hatta, Malang",350,350,https://www.rumah123.com/properti/malang-soekarno-hatta/dijual-rumah-minimalis-kondisi-bagus-cocok-untuk-rumah-tinggal-atau-kosan-siap-huni-dekat-jalan-cengkeh-dan-jalan-hos41316391/
Rp 900 Juta,Rumah Semi Furnish Terawat di Sulfat Pandanwangi Malang,"Blimbing, Malang",115,100,https://www.rumah123.com/properti/malang-blimbing/rumah-semi-furnish-terawat-di-sulfat-pandanwangi-malang-hos41316345/
"Rp 2,6 Miliar",Rumah 2 Lantai Dekat Unisma di Jl Tata Surya Malang,"Lowokwaru, Malang",235,350,https://www.rumah123.com/properti/malang-lowokwaru/rumah-2-lantai-dekat-unisma-di-jl-tata-surya-malang-hos41316321/
"Rp 1,4 Miliar",Rumah Semi Furnish 2 Lantai di Myrra Residence Malang,"Lowokwaru, Malang",84,168,https://www.rumah123.com/properti/malang-lowokwaru/rumah-semi-furnish-2-lantai-di-myrra-residence-malang-hos41316300/
Rp 900 Juta,Rumah Semi Furnish Terawat di Sulfat Pandanwangi Malang,"Blimbing, Malang",115,100,https://www.rumah123.com/properti/malang-blimbing/rumah-semi-furnish-terawat-di-sulfat-pandanwangi-malang-hos41316205/
"Rp 3,4 Miliar",Dijual Rumah Terawat Dg Kondisi Bagus Bonus Furnish Cocok untuk Rumah Tinggal atau Kosan Siap Huni Selangkah Dari Suhat dan Kampus Brawijaya Akses Mudah ke Jalan Dewandaru dan Cengkeh di Jalan Bunga-Bunga Lowokwaru Malang Kota H765,"Lowokwaru, Malang",350,350,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-terawat-dg-kondisi-bagus-bonus-furnish-cocok-untuk-rumah-tinggal-atau-kosan-siap-huni-selangkah-dari-suhat-hos41316159/
"Rp 1,2 Miliar",Dijual Rumah Strategis Area Dieng Malang Dekat Mall dan Kampus,"Dieng, Malang",156,100,https://www.rumah123.com/properti/malang-dieng/dijual-rumah-strategis-area-dieng-malang-dekat-mall-dan-kampus-hos41316132/
"Rp 1,1 Miliar",Dijual Rumah Lingkungan Nyaman Area Batubara Sulfat Malang,"Lowokwaru, Malang",88,130,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-lingkungan-nyaman-area-batubara-sulfat-malang-hos41316117/
Rp 950 Juta,Dijual Rumah Harga Turun Dekat Ub di Tasikmadu Malang Furnished,"Lowokwaru, Malang",88,80,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-harga-turun-dekat-ub-di-tasikmadu-malang-furnished-hos41316105/
Rp 900 Juta,Rumah Semi Furnish Terawat di Sulfat Pandanwangi Malang,"Blimbing, Malang",115,100,https://www.rumah123.com/properti/malang-blimbing/rumah-semi-furnish-terawat-di-sulfat-pandanwangi-malang-hos41316085/
