price,title,location,land_size_m2,building_size_m2,link
Rp 475 Juta,Rumah Siap Huni Strategis Dekat Exit & Bandara di Asrikaton Pakis,"Pakis, Malang",77,95,https://www.rumah123.com/properti/malang-pakis/rumah-siap-huni-strategis-dekat-exit-bandara-di-asrikaton-pakis-hos40694640/
"Rp 2,2 Miliar",Rumah Nyaman Terawat di Villa Puncak Tidar Malang,"Villa Puncak Tidar, Malang",190,160,https://www.rumah123.com/properti/malang-villa-puncak-tidar/rumah-nyaman-terawat-di-villa-puncak-tidar-malang-hos18996251/
Rp 800 Juta,Rumah Minimalis di Araya Malang,"Pakis, Malang",70,67,https://www.rumah123.com/properti/malang-pakis/rumah-minimalis-di-araya-malang-hos41284125/
"Rp 1,5 Miliar","Dijual Rumah Siap Huni di Puncak Dieng, Selangkah ke Kampus Ub Dieng, Mlg","Dieng, Malang",144,195,https://www.rumah123.com/properti/malang-dieng/dijual-rumah-siap-huni-di-puncak-dieng-selangkah-ke-kampus-ub-dieng-mlg-hos41353805/
"Rp 1,5 Miliar",Rumah 1 Lantai di Villa Puncak Tidar Malang,"Dau, Malang",107,75,https://www.rumah123.com/properti/malang-dau/rumah-1-lantai-di-villa-puncak-tidar-malang-hos41284150/
Rp 350 Juta,Rumah Sederhana Cocok untuk Hunian Keluarga Kecil Lokasi Dekat Bandara Abd Saleh,"Pakis, Malang",60,30,https://www.rumah123.com/properti/malang-pakis/rumah-sederhana-cocok-untuk-hunian-keluarga-kecil-lokasi-dekat-bandara-abd-saleh-hos40851984/
Rp 550 Juta,"Rumah Mezzanine Siap Huni di Karangploso, Malang Dekat Wisata Batu Cocok untuk Villa","Karangploso, Malang",66,50,https://www.rumah123.com/properti/malang-karangploso/rumah-mezzanine-siap-huni-di-karangploso-malang-dekat-wisata-batu-cocok-untuk-villa-hos40960842/
"Rp 2,75 Miliar","Dijual Rumah Bagus Terawat Daerah Simpang Borobudur, Blimbing Mlg","Mojolangu, Malang",311,250,https://www.rumah123.com/properti/malang-mojolangu/dijual-rumah-bagus-terawat-daerah-simpang-borobudur-blimbing-mlg-hos41353759/
"Rp 3,4 Miliar","Dijual Cepat Rumah Bagus Terawat di Jl Bunga - Bunga, Suhat Mlg","Soekarno Hatta, Malang",350,350,https://www.rumah123.com/properti/malang-soekarno-hatta/dijual-cepat-rumah-bagus-terawat-di-jl-bunga-bunga-suhat-mlg-hos41353710/
Rp 750 Juta,Rumah Minimalis Siap Huni Dekat Umm & Unisma di Saxophone Tunggulwulung Kota Malang,"Tunggulwulung, Malang",72,72,https://www.rumah123.com/properti/malang-tunggulwulung/rumah-minimalis-siap-huni-dekat-umm-unisma-di-saxophone-tunggulwulung-kota-malang-hos41257590/
Rp 675 Juta,Rumah Standar Hitung Tanah Sangat Murah Lokasi Dekat Araya Malang,"Blimbing, Malang",146,100,https://www.rumah123.com/properti/malang-blimbing/rumah-standar-hitung-tanah-sangat-murah-lokasi-dekat-araya-malang-hos41351837/
"Rp 1,7 Miliar",Rumah Minimalis Modern di Puri Kartika Asri Blimbing Malang,"Blimbing, Malang",150,140,https://www.rumah123.com/properti/malang-blimbing/rumah-minimalis-modern-di-puri-kartika-asri-blimbing-malang-hos18995533/
Rp 650 Juta,Dijual Rumah Konsep Villa di Villa Gunung Buring Kedungkandang Malang,"Kedungkandang, Malang",164,100,https://www.rumah123.com/properti/malang-kedungkandang/dijual-rumah-konsep-villa-di-villa-gunung-buring-kedungkandang-malang-hos41353409/
Rp 750 Juta,Dijual Rumah SHM Minimalis di Pandanwangi Sulfat Malang,"Blimbing, Malang",80,65,https://www.rumah123.com/properti/malang-blimbing/dijual-rumah-shm-minimalis-di-pandanwangi-sulfat-malang-hos41353384/
Rp 750 Juta,Dijual Rumah Bagus Modern di Grand Masyhur Residence Lowokwaru Malang,"Lowokwaru, Malang",80,82,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-bagus-modern-di-grand-masyhur-residence-lowokwaru-malang-hos41353362/
"Rp 1,5 Miliar",Rumah Kost di Saxophone Malang Dekat Umm Bebas Banjir,"Malang Kota, Malang",84,128,https://www.rumah123.com/properti/malang-malang-kota/rumah-kost-di-saxophone-malang-dekat-umm-bebas-banjir-hos41198170/
Rp 520 Juta,Dijual Rumah 1 LT Siap Huni Ready To Move di Karangploso Malang,"Karangploso, Malang",85,45,https://www.rumah123.com/properti/malang-karangploso/dijual-rumah-1-lt-siap-huni-ready-to-move-di-karangploso-malang-hos41353038/
"Rp 1,2 Miliar",Dijual Rumah Antik Terawat di Polehan Blimbing Malang Negotiable,"Blimbing, Malang",300,210,https://www.rumah123.com/properti/malang-blimbing/dijual-rumah-antik-terawat-di-polehan-blimbing-malang-negotiable-hos41353031/
Rp 15 Miliar,"Rumah Besar Kawasan Emas di Lokasi Elit Pahlawan Trip, Selangkah dari Ijen, Klojen, Malang","Klojen, Malang",399,500,https://www.rumah123.com/properti/malang-klojen/rumah-besar-kawasan-emas-di-lokasi-elit-pahlawan-trip-selangkah-dari-ijen-klojen-malang-hos40497830/
"Rp 1,85 Miliar","Rumah Klasik Murah di PBI Araya, Blimbing, Malang Fasilitas Lapangan Golf dan Club House","Araya, Malang",264,160,https://www.rumah123.com/properti/malang-araya/rumah-klasik-murah-di-pbi-araya-blimbing-malang-fasilitas-lapangan-golf-dan-club-house-hos40498076/
"Rp 3,8 Miliar","Rumah Modern Minimalis Baru Gress dekat Binus, Lapangan Golf di Araya Malang","Araya, Malang",200,400,https://www.rumah123.com/properti/malang-araya/rumah-modern-minimalis-baru-gress-dekat-binus-lapangan-golf-di-araya-malang-hos40498198/
"Rp 7,5 Miliar","Rumah Mewah Blok Terdepan di Boulevard Kota Mandiri Araya, Blimbing Kota Malang","Araya, Malang",499,355,https://www.rumah123.com/properti/malang-araya/rumah-mewah-blok-terdepan-di-boulevard-kota-mandiri-araya-blimbing-kota-malang-hos40498526/
"Rp 1,7 Miliar",Rumah Minimalis Strategis Dekat Indomaret bisa untuk Usaha di Araya Malang,"Araya, Malang",105,156,https://www.rumah123.com/properti/malang-araya/rumah-minimalis-strategis-dekat-indomaret-bisa-untuk-usaha-di-araya-malang-hos40953402/
"Rp 2,5 Miliar","Strategis untuk Usaha‼️ Beli Rumah Bonus Piano Rumah Modern Full Furnished Selangkah ke Indomaret bisa Buat Tempat Usaha di Araya, Blimbing, Malang","Araya, Malang",105,200,https://www.rumah123.com/properti/malang-araya/strategis-untuk-usaha-beli-rumah-bonus-piano-rumah-modern-full-furnished-selangkah-ke-indomaret-bisa-buat-tempat-usaha-hos40959843/
Rp 2 Miliar,RUMAH 1 LANTAI 4 KAMAR TERAWAT DAN SIAP HUNI DI ARAYA MALANG,"Araya, Malang",200,150,https://www.rumah123.com/properti/malang-araya/rumah-1-lantai-4-kamar-terawat-dan-siap-huni-di-araya-malang-hos40231714/
"Rp 1,2 Miliar","Rumah Baru Cocok untuk Hunian atau Kos Dekat Suhat di Lowokwaru, Malang Kota","Lowokwaru, Malang",105,150,https://www.rumah123.com/properti/malang-lowokwaru/rumah-baru-cocok-untuk-hunian-atau-kos-dekat-suhat-di-lowokwaru-malang-kota-hos40961284/
Rp 399 Juta,Rumah Minimalis Gress di Perkasa Ngijo Karangploso Malang,"Karangploso, Malang",72,76,https://www.rumah123.com/properti/malang-karangploso/rumah-minimalis-gress-di-perkasa-ngijo-karangploso-malang-hos18995642/
Rp 900 Juta,"Butuh Cepat Laku Rumah Minimalis Siap Huni di Daerah Cengger Ayam, Lowokwaru, Malang Kota","Lowokwaru, Malang",89,80,https://www.rumah123.com/properti/malang-lowokwaru/butuh-cepat-laku-rumah-minimalis-siap-huni-di-daerah-cengger-ayam-lowokwaru-malang-kota-hos41171735/
"Rp 7,25 Miliar","Rumah Mewah Klasik Full Furnished di Perumahan Elit Araya Blimbing, Kota Malang","Araya, Malang",540,600,https://www.rumah123.com/properti/malang-araya/rumah-mewah-klasik-full-furnished-di-perumahan-elit-araya-blimbing-kota-malang-hos40095416/
Rp 770 Juta,"Properti Langka Rumah Gress di Area Polowijen, Blimbing, Malang","Blimbing, Malang",73,90,https://www.rumah123.com/properti/malang-blimbing/properti-langka-rumah-gress-di-area-polowijen-blimbing-malang-hos18995531/
"Rp 2,5 Miliar","Rumah Baru Design Minimalis Kontemporer di Cluster Hill, The Araya Malang","Araya, Malang",144,190,https://www.rumah123.com/properti/malang-araya/rumah-baru-design-minimalis-kontemporer-di-cluster-hill-the-araya-malang-hos41056042/
"Rp 4,8 Miliar","Rumah di daerah Borobudur, BLIMBING, Malang KOTA","Blimbing, Malang",456,425,https://www.rumah123.com/properti/malang-blimbing/rumah-di-daerah-borobudur-blimbing-malang-kota-hos40052497/
"Rp 1,2 Miliar","RUMAH BARU  SIAP HUNIDI KARANGLO DEKAT TOL & ITN, KAB. MALANG","Karangploso, Malang",190,130,https://www.rumah123.com/properti/malang-karangploso/rumah-baru-siap-hunidi-karanglo-dekat-tol-itn-kab-malang-hos40039914/
"Rp 9,5 Miliar",Rumah Klasik Lokasi Tengah Kota di Jl Jombang Malang,"Klojen, Malang",548,284,https://www.rumah123.com/properti/malang-klojen/rumah-klasik-lokasi-tengah-kota-di-jl-jombang-malang-hos18659691/
"Rp 3,4 Miliar",Rumah Baru 2 Lantai di Araya Dekat Kampus Binus Malang,"Araya, Malang",200,179,https://www.rumah123.com/properti/malang-araya/rumah-baru-2-lantai-di-araya-dekat-kampus-binus-malang-hos41164679/
Rp 8 Miliar,Dijual Rumah Pusat Kota Malang di Jl. Dr. Cipto Malang Kota,"Klojen, Malang",413,300,https://www.rumah123.com/properti/malang-klojen/dijual-rumah-pusat-kota-malang-di-jl-dr-cipto-malang-kota-hos41352710/
"Rp 4,79 Miliar","Rumah 3 Lantai Baru Full Furnished Siap Huni Lengkap dengan Lift di Araya, Malang","Araya, Malang",120,273,https://www.rumah123.com/properti/malang-araya/rumah-3-lantai-baru-full-furnished-siap-huni-lengkap-dengan-lift-di-araya-malang-hos41168502/
Rp 20 Miliar,"RUMAH COCOK UNTUK GUEST HOUSE, CAFE, PERKANTORAN DI POROS JL. KERTANEGARA, KLOJEN, MALANG","Klojen, Malang",722,266,https://www.rumah123.com/properti/malang-klojen/rumah-cocok-untuk-guest-house-cafe-perkantoran-di-poros-jl-kertanegara-klojen-malang-hos40056443/
"Rp 1,7 Miliar","RUMAH FULL FURNISH DI GRAHA KENCANA, BLIMBING - MALANG","Blimbing, Malang",153,100,https://www.rumah123.com/properti/malang-blimbing/rumah-full-furnish-di-graha-kencana-blimbing-malang-hos40057401/
"Rp 1,35 Miliar",Dijual Rumah Bagus Siap Huni di Tidar Malang Turun Harga,"Tidar, Malang",108,240,https://www.rumah123.com/properti/malang-tidar/dijual-rumah-bagus-siap-huni-di-tidar-malang-turun-harga-hos41352652/
"Rp 1,32 Miliar",Dijual Secepatnya Rumah Baru 1 Lantai Cantik & Bagus Modern Siap Huni,"Sawojajar, Malang",150,115,https://www.rumah123.com/properti/malang-sawojajar/dijual-secepatnya-rumah-baru-1-lantai-cantik-bagus-modern-siap-huni-hos19404745/
"Rp 2,8 Miliar",Rumah Poros Blimbing Dkt Pbi Araya Malang Dekat Binus Ub,"Blimbing, Malang",332,450,https://www.rumah123.com/properti/malang-blimbing/rumah-poros-jalan-aspal-blimbing-dkt-pbi-araya-malang-bs-u-kosan-hos40682258/
"Rp 2,05 Miliar",Dijual Rumah Dekat Banyak Kampus di Tlogomas Lowokwaru Malang,"Lowokwaru, Malang",90,200,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-dekat-banyak-kampus-di-tlogomas-lowokwaru-malang-hos41352616/
"Rp 2,75 Miliar",Rumah Nyaman Perumahan Elit di Permata Jingga Lowokwaru Malang,"Lowokwaru, Malang",171,130,https://www.rumah123.com/properti/malang-lowokwaru/rumah-nyaman-perumahan-elit-di-permata-jingga-lowokwaru-malang-hos41352603/
"Rp 2,75 Miliar",Rumah Super Nyaman Siap Huni di Permata Jingga Malang,"Soekarno Hatta, Malang",171,130,https://www.rumah123.com/properti/malang-soekarno-hatta/rumah-super-nyaman-siap-huni-di-permata-jingga-malang-hos41352584/
Rp 554 Juta,DIJUAL SECEPATNYA RUMAH 1 PANTAI CANTIK & BAGUS HARGA SANGAT TERJANGKAU,"Karangploso, Malang",84,45,https://www.rumah123.com/properti/malang-karangploso/dijual-secepatnya-rumah-1-pantai-cantik-bagus-harga-sangat-terjangkau-hos19139322/
"Rp 1,1 Miliar",Rumah Kost di Merjosari Malang Dekat Umm Bebas Banjir,"Malang Kota, Malang",75,150,https://www.rumah123.com/properti/malang-malang-kota/rumah-kost-di-merjosari-malang-dekat-umm-bebas-banjir-hos41198242/
Rp 826 Juta,Rumah 3 Menit Alun-Alun Batu View Gunung Arjuno,"Malang Kota, Malang",66,90,https://www.rumah123.com/properti/malang-malang-kota/rumah-3-menit-alunalun-batu-view-gunung-arjuno-hos41198412/
"Rp 8,5 Miliar",Di Jual Rumah Mewah dan Luasperum Elit Riverside Balearjosari Blimbing Kota Malang,"Arjosari, Malang",842,450,https://www.rumah123.com/properti/malang-arjosari/di-jual-rumah-mewah-dan-luasperum-elit-riverside-balearjosari-blimbing-kota-malang-hos41320206/
"Rp 1,1 Miliar","Dijual Rumah Modern Baru 1,5 Lantai Plus Mezzanine Full Perabot di Klayatan Sukun Kota Malang ✨","Malang Kota, Malang",80,105,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-modern-baru-15-lantai-plus-mezzanine-full-perabot-di-klayatan-sukun-kota-malang-hos41352378/
Rp 5 Miliar,Rumah Hook Super Nyaman Daerah Jalan Kaliurang Malang,"Lowokwaru, Malang",525,600,https://www.rumah123.com/properti/malang-lowokwaru/rumah-hook-super-nyaman-daerah-jalan-kaliurang-malang-hos41168628/
Rp 700 Juta,DIJUAL SECEPATNYA RUMAH 1 LANTAI BAGUS HARGA SANGAT TERJANGKAU,"Kedungkandang, Malang",112,112,https://www.rumah123.com/properti/malang-kedungkandang/dijual-secepatnya-rumah-1-lantai-bagus-harga-sangat-terjangkau-hos40357725/
Rp 900 Juta,Rumah Minimalis Selangkah ke Pusat Kota di Cengger Ayam Malang,"Lowokwaru, Malang",89,80,https://www.rumah123.com/properti/malang-lowokwaru/rumah-minimalis-selangkah-ke-pusat-kota-di-cengger-ayam-malang-hos41188863/
Rp 900 Juta,Kos 1 Man Kota Malang Selangkah Kampus Umm Bonus Furnished,"Malang Kota, Malang",78,135,https://www.rumah123.com/properti/malang-malang-kota/kos-1-man-kota-malang-selangkah-kampus-umm-bonus-furnished-hos41352362/
"Rp 1,65 Miliar","Kos 1 Man Poros Jalan Kota Malang, Selangkah Kampus Umm","Malang Kota, Malang",78,135,https://www.rumah123.com/properti/malang-malang-kota/kos-1-man-poros-jalan-kota-malang-selangkah-kampus-umm-hos41352355/
"Rp 1,4 Miliar",Rumah Semi Furnish 2 Lantai di Myrra Residence Malang,"Lowokwaru, Malang",84,168,https://www.rumah123.com/properti/malang-lowokwaru/rumah-semi-furnish-2-lantai-di-myrra-residence-malang-hos41317728/
Rp 1 Miliar,Rumah 2 Lantai Dekat Ub di Kalila Residence Malang,"Lowokwaru, Malang",84,135,https://www.rumah123.com/properti/malang-lowokwaru/rumah-2-lantai-dekat-ub-di-kalila-residence-malang-hos41323132/
"Rp 2,55 Miliar",Rumah Hook 2 Lantai Pusat Kota di Jl Papa-Papa Lowokwaru Malang,"Lowokwaru, Malang",137,250,https://www.rumah123.com/properti/malang-lowokwaru/rumah-hook-2-lantai-pusat-kota-di-jl-papapapa-lowokwaru-malang-hos41336832/
"Rp 3,5 Miliar",Rumah Akses Murah Bangunan Terawat di Taman Sulfat Malang,"Blimbing, Malang",253,470,https://www.rumah123.com/properti/malang-blimbing/rumah-akses-murah-bangunan-terawat-di-taman-sulfat-malang-hos41352243/
"Rp 1,16 Miliar",Rumah Baru 2 Lantai di Sawojajar 1 Malang,"Sawojajar, Malang",97,135,https://www.rumah123.com/properti/malang-sawojajar/rumah-baru-2-lantai-di-sawojajar-1-malang-hos41352193/
"Rp 1,5 Miliar",Rumah Kost Baru Cuma 1 Menit Kampus Umm Kota Malang,"Tunggulwulung, Malang",84,140,https://www.rumah123.com/properti/malang-tunggulwulung/rumah-kost-baru-cuma-1-menit-kampus-umm-kota-malang-hos41119228/
"Rp 3,5 Miliar",Rumah Akses Murah Bangunan Terawat di Taman Sulfat Malang,"Blimbing, Malang",253,470,https://www.rumah123.com/properti/malang-blimbing/rumah-akses-murah-bangunan-terawat-di-taman-sulfat-malang-hos41351959/
"Rp 2,3 Miliar",Dijual Rumah Minimalis Hook Griya Shanta Malang,"Griya Shanta, Malang",175,90,https://www.rumah123.com/properti/malang-griya-shanta/dijual-rumah-minimalis-hook-griya-shanta-malang-hos41266089/
"Rp 1,75 Miliar",Dijual Rumah Minimalis Cantik Full Furnish Dg Laundry Area dan Area Parkir Bercanopy Siap Huni Lingkungan Asri One Gate System Akses Mudah ke Pusat Kota dan Banyak Dikelilingi Fasilitas Umum di Greenland Tidar Malang Kota H815,"Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/dijual-rumah-minimalis-cantik-full-furnish-dg-laundry-area-dan-area-parkir-bercanopy-siap-huni-lingkungan-asri-one-gate-hos41351902/
Rp 4 Miliar,Rumah Dijual di Borobudur Agung Kencana Lowokwaru Malang,"Lowokwaru, Malang",303,375,https://www.rumah123.com/properti/malang-lowokwaru/rumah-dijual-di-borobudur-agung-kencana-lowokwaru-malang-hos41351899/
"Rp 1,5 Miliar",J51 Jual Harga Dibawah Pasaran ! Rumah di Puncak Dieng Kota Malang,"Dieng, Malang",144,195,https://www.rumah123.com/properti/malang-dieng/j51-jual-harga-dibawah-pasaran-rumah-di-puncak-dieng-kota-malang-hos41315289/
Rp 750 Juta,"J53 Rumah 750 Jt An, Dijual + Furnish Nego Cantikk","Tidar, Malang",78,36,https://www.rumah123.com/properti/malang-tidar/j53-hos41315312/
"Rp 1,75 Miliar",Dijual Rumah Minimalis Full Furnish Dg Kondisi Bersih Sangat Terawat Ada Laundry Area dan Area Parkir Bercanopy Siap Huni Lingkungan One Gate System Akses Mudah Kemana-Mana dan Dekat Fasilitas Umum di Greenland Sukun Malang Kota H814,"Sukun, Malang",144,110,https://www.rumah123.com/properti/malang-sukun/dijual-rumah-minimalis-full-furnish-dg-kondisi-bersih-sangat-terawat-ada-laundry-area-dan-area-parkir-bercanopy-siap-hos41351812/
"Rp 1,85 Miliar",Rumah Siap Huni Semi Furnished di Danau2 Sawojajar,"Sawojajar, Malang",156,200,https://www.rumah123.com/properti/malang-sawojajar/rumah-siap-huni-semi-furnished-di-danau2-sawojajar-hos41351783/
Rp 430 Juta,J30 Rumah Harga Murah! Langsung Siap Huni,"Lowokwaru, Malang",74,47,https://www.rumah123.com/properti/malang-lowokwaru/j30-rumah-harga-murah-langsung-siap-huni-hos41241324/
"Rp 1,75 Miliar","Rumah Dijual Cepat di Green Orchid, Lowokwaru, Malang ✨","Lowokwaru, Malang",90,85,https://www.rumah123.com/properti/malang-lowokwaru/rumah-dijual-cepat-di-green-orchid-lowokwaru-malang-hos41351734/
"Rp 3,5 Miliar",Rumah Akses Murah Bangunan Terawat di Taman Sulfat Malang,"Blimbing, Malang",253,470,https://www.rumah123.com/properti/malang-blimbing/rumah-akses-murah-bangunan-terawat-di-taman-sulfat-malang-hos41351717/
"Rp 1,45 Miliar","Dijual Rumah 2 Lantai & Semi Furnished di Myrra Residence, Lowokwaru. Malang ✨","Lowokwaru, Malang",84,168,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-2-lantai-semi-furnished-di-myrra-residence-lowokwaru-malang-hos41351661/
"Rp 2,1 Miliar","*Dijual Rumah Kos 2 Lantai Full Perabot Dekat Uin, Unisma & Ub di Merjosari Kota Malang*","Malang Kota, Malang",108,180,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-kos-2-lantai-full-perabot-dekat-uin-unisma-ub-di-merjosari-kota-malang-hos41351614/
Rp 625 Juta,Rumah Baru 2 Lantai di Sawojajar 1 Malang,"Sawojajar, Malang",60,65,https://www.rumah123.com/properti/malang-sawojajar/rumah-baru-2-lantai-di-sawojajar-1-malang-hos41351619/
"Rp 2,3 Miliar",Rumah Dijual di Greenwood Araya(Patricia),"Lowokwaru, Malang",210,350,https://www.rumah123.com/properti/malang-lowokwaru/rumah-dijual-di-greenwood-arayapatricia-hos41351613/
Rp 950 Juta,"*Dijual Rumah Minimalis Modern 1,5 Lantai Dekat Raya Suhat di Saxophone Malang*","Malang Kota, Malang",98,123,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-minimalis-modern-15-lantai-dekat-raya-suhat-di-saxophone-malang-hos41351582/
"Rp 2,3 Miliar",Rumah Bagus Semi Furnish 2 Lantai Di Dieng Malang,"Dieng, Malang",150,125,https://www.rumah123.com/properti/malang-dieng/rumah-bagus-semi-furnish-2-lantai-di-dieng-malang-hos40082456/
Rp 990 Juta,J56 Jual Murah Rumah Minimalis Terawat Dekat Kawasan Bisnis dan Kuliner,"Tidar, Malang",84,54,https://www.rumah123.com/properti/malang-tidar/j56-jual-murah-rumah-minimalis-terawat-dekat-kawasan-bisnis-dan-kuliner-hos41322277/
"Rp 1,3 Miliar",Murah Vpt Tidar 100/130 Elite 3Kt Modern Harga Miring,"Tidar, Malang",130,100,https://www.rumah123.com/properti/malang-tidar/murah-vpt-tidar-100130-elite-3kt-modern-harga-miring-hos41157856/
Rp 650 Juta,Dijual Rumah Konsep Villa di Villa Gunung Buring Kedungkandang Malang,"Kedungkandang, Malang",164,100,https://www.rumah123.com/properti/malang-kedungkandang/dijual-rumah-konsep-villa-di-villa-gunung-buring-kedungkandang-malang-hos41351383/
"Rp 3,5 Miliar",Rumah Akses Murah Bangunan Terawat di Taman Sulfat Malang,"Blimbing, Malang",253,470,https://www.rumah123.com/properti/malang-blimbing/rumah-akses-murah-bangunan-terawat-di-taman-sulfat-malang-hos41351349/
"Rp 1,75 Miliar",Rumah Minimalis Full Furnished Tinggal Bawa Koper Greenland Tidar Malang,"Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/rumah-minimalis-full-furnished-tinggal-bawa-koper-greenland-tidar-malang-hos41351277/
Rp 750 Juta,Dijual Rumah SHM Minimalis di Pandanwangi Sulfat Malang,"Blimbing, Malang",80,65,https://www.rumah123.com/properti/malang-blimbing/dijual-rumah-shm-minimalis-di-pandanwangi-sulfat-malang-hos41351279/
Rp 750 Juta,Dijual Rumah Modern di Grand Masyhur Residence Lowokwaru Malang,"Lowokwaru, Malang",82,80,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-modern-di-grand-masyhur-residence-lowokwaru-malang-hos41351254/
"Rp 3,5 Miliar",Rumah Akses Murah Bangunan Terawat di Taman Sulfat Malang,"Blimbing, Malang",253,470,https://www.rumah123.com/properti/malang-blimbing/rumah-akses-murah-bangunan-terawat-di-taman-sulfat-malang-hos41351250/
"Rp 3,5 Miliar",Dijual Rumah Hitung Tanah Harga Murah - Sukun Malang,"Sukun, Malang",1513,1513,https://www.rumah123.com/properti/malang-sukun/dijual-rumah-hitung-tanah-harga-murah-sukun-malang-hos41351241/
"Rp 3,5 Miliar",Rumah Akses Murah Bangunan Terawat di Taman Sulfat Malang,"Blimbing, Malang",253,470,https://www.rumah123.com/properti/malang-blimbing/rumah-akses-murah-bangunan-terawat-di-taman-sulfat-malang-hos41351143/
Rp 945 Juta,Dijual Via Lelang Rumah Tinggal Jl. Tawangsari No.22 A Malang,"Lawang, Malang",488,375,https://www.rumah123.com/properti/malang-lawang/dijual-via-lelang-rumah-tinggal-jl-tawangsari-no22-a-malang-hos41291120/
Rp 295 Juta,Rumah Siap Huni Buring Kota Malang,"Buring, Malang",84,40,https://www.rumah123.com/properti/malang-buring/rumah-siap-huni-buring-kota-malang-hos41073319/
"Rp 1,9 Miliar",Rumah Modern Minimalis di Pbi Malang,"Araya, Malang",200,100,https://www.rumah123.com/properti/malang-araya/rumah-modern-minimalis-di-pbi-malang-hos18821166/
"Rp 3,5 Miliar",Rumah Akses Murah Bangunan Terawat di Taman Sulfat Malang,"Blimbing, Malang",253,470,https://www.rumah123.com/properti/malang-blimbing/rumah-akses-murah-bangunan-terawat-di-taman-sulfat-malang-hos41351086/
Rp 680 Juta,Rumah Minimalis Siap Huni Tengah Kota Jl Janti Barat Sukun Malang,"Sukun, Malang",104,100,https://www.rumah123.com/properti/malang-sukun/rumah-minimalis-siap-huni-tengah-kota-jl-janti-barat-sukun-malang-hos41342246/
"Rp 1,24 Miliar",DIJUAL SECEPATNYA RUMAH 1 LANTAI LOKASINYA SANGAT STRATEGIS HARGA SANGAT TERJANGKAU,"Singosari, Malang",158,145,https://www.rumah123.com/properti/malang-singosari/dijual-secepatnya-rumah-1-lantai-lokasinya-sangat-strategis-harga-sangat-terjangkau-hos39215692/
Rp 775 Juta,Rumah Murah Greenhills Residence Karangploso Murah,"Karangploso, Malang",72,70,https://www.rumah123.com/properti/malang-karangploso/rumah-murah-greenhills-residence-karangploso-murah-hos40526675/
Rp 650 Juta,DIJUAL SECEPATNYA RUMAH 1 LANTAI BAGUS HARGA SANGAT TERJANGKAU,"Kedungkandang, Malang",90,70,https://www.rumah123.com/properti/malang-kedungkandang/dijual-secepatnya-rumah-1-lantai-bagus-harga-sangat-terjangkau-hos40357751/
Rp 895 Juta,Rumah Siap Huni Luas 197M2 Strategis Dekat Exit Tol Sawojajar,"Sawojajar, Malang",197,100,https://www.rumah123.com/properti/malang-sawojajar/dijual-cepat-rumah-luas-197m2-siap-huni-area-sawojajar-hos39503377/
"Rp 2,7 Miliar",Turun Harga‼️Harga Murah Dijual Rumah di Araya Golf Classic Modern Siap Huni,"Araya, Malang",240,400,https://www.rumah123.com/properti/malang-araya/turun-hargaharga-murah-dijual-rumah-di-araya-golf-classic-modern-siap-huni-hos41350665/
Rp 3 Miliar,Rumah Mewah 250/230 Ciliwung Tengah Kota Modern Siap Huni,"Malang Kota, Malang",230,250,https://www.rumah123.com/properti/malang-malang-kota/rumah-mewah-250230-ciliwung-tengah-kota-modern-siap-huni-hos41350570/
Rp 3 Miliar,Rumah Mewah 250/230 Ciliwung Tengah Kota Modern Siap Huni,"Klojen, Malang",230,250,https://www.rumah123.com/properti/malang-klojen/rumah-mewah-250230-ciliwung-tengah-kota-modern-siap-huni-hos41350569/
"Rp 2,8 Miliar",Rumah Bagus 2 Lantai Siap Huni Kawasan Elite Araya Golf Malng,"Blimbing, Malang",200,380,https://www.rumah123.com/properti/malang-blimbing/rumah-bagus-2-lantai-siap-huni-kawasan-elite-araya-golf-malng-hos39435871/
"Rp 2,4 Miliar",Green Orchid Soehatt 160/120 Elite Mewah Dekat Brawijaya,"Permata Jingga, Malang",120,160,https://www.rumah123.com/properti/malang-permata-jingga/green-orchid-soehatt-160120-elite-mewah-dekat-brawijaya-hos41350554/
Rp 450 Juta,Rumah Siap Huni di Lokasi Strategis Pinggir Jalan Raya Pakis,"Pakis, Malang",60,48,https://www.rumah123.com/properti/malang-pakis/rumah-siap-huni-di-lokasi-strategis-pinggir-jalan-raya-pakis-hos41350552/
Rp 835 Juta,Rumah Cepat 1 Lantai Siap Huni Lokasi Sangat Startegis Harga Terjangkau,"Dau, Malang",172,120,https://www.rumah123.com/properti/malang-dau/rumah-cepat-1-lantai-siap-huni-lokasi-sangat-startegis-harga-terjangkau-hos14449460/
Rp 24 Miliar,Rumah Strategis di Kawasan Bisnis Kayutangan Klojen Malang Pusat Kota,"Klojen, Malang",834,500,https://www.rumah123.com/properti/malang-klojen/rumah-strategis-di-kawasan-bisnis-kayutangan-klojen-malang-pusat-kota-hos41321527/
